[10-Mar-2014 10:05:23] PHP Parse error:  syntax error, unexpected $end in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/storage/views/aae9804413cf765607c16f90505207ff on line 20
[10-Mar-2014 12:47:14] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[10-Mar-2014 12:47:14] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[10-Mar-2014 12:47:14] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[10-Mar-2014 12:47:14] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[10-Mar-2014 12:47:14] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[10-Mar-2014 12:47:14] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[10-Mar-2014 12:47:14] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[10-Mar-2014 12:47:14] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[10-Mar-2014 12:47:14] PHP  12. Illuminate\Routing\Route->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:968
[10-Mar-2014 12:47:14] PHP  13. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 12:47:14] PHP  14. Illuminate\Routing\{closure}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 12:47:14] PHP  15. Illuminate\Routing\ControllerDispatcher->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:904
[10-Mar-2014 12:47:14] PHP  16. Illuminate\Routing\ControllerDispatcher->makeController() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:50
[10-Mar-2014 12:47:14] PHP  17. Illuminate\Foundation\Application->make() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:77
[10-Mar-2014 12:47:14] PHP  18. Illuminate\Container\Container->make() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:423
[10-Mar-2014 12:47:14] PHP  19. Illuminate\Container\Container->build() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:416
[10-Mar-2014 12:47:14] PHP  20. ReflectionClass->__construct() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:476
[10-Mar-2014 12:47:14] PHP  21. Composer\Autoload\ClassLoader->loadClass() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:0
[10-Mar-2014 14:24:24] PHP Fatal error:  Call to undefined method Illuminate\Database\Query\Expression::get() in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/controllers/PaymentsController.php on line 189
[10-Mar-2014 14:24:24] PHP Stack trace:
[10-Mar-2014 14:24:24] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[10-Mar-2014 14:24:24] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[10-Mar-2014 14:24:24] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[10-Mar-2014 14:24:24] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[10-Mar-2014 14:24:24] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[10-Mar-2014 14:24:24] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[10-Mar-2014 14:24:24] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[10-Mar-2014 14:24:24] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[10-Mar-2014 14:24:24] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[10-Mar-2014 14:24:24] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[10-Mar-2014 14:24:24] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[10-Mar-2014 14:24:24] PHP  12. Illuminate\Routing\Route->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:968
[10-Mar-2014 14:24:24] PHP  13. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 14:24:24] PHP  14. Illuminate\Routing\{closure}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 14:24:24] PHP  15. Illuminate\Routing\ControllerDispatcher->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:904
[10-Mar-2014 14:24:24] PHP  16. Illuminate\Routing\ControllerDispatcher->call() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:61
[10-Mar-2014 14:24:24] PHP  17. Illuminate\Routing\Controller->callAction() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:92
[10-Mar-2014 14:24:24] PHP  18. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:192
[10-Mar-2014 14:24:24] PHP  19. PaymentsController->statement() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:192
[10-Mar-2014 14:24:24] PHP  20. Payment::whereHas() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/controllers/PaymentsController.php:190
[10-Mar-2014 14:24:24] PHP  21. Illuminate\Database\Eloquent\Model::__callStatic() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/controllers/PaymentsController.php:190
[10-Mar-2014 14:24:24] PHP  22. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Model.php:2843
[10-Mar-2014 14:24:24] PHP  23. Illuminate\Database\Eloquent\Model->__call() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Model.php:0
[10-Mar-2014 14:24:24] PHP  24. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Model.php:2829
[10-Mar-2014 14:24:24] PHP  25. Illuminate\Database\Eloquent\Builder->whereHas() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Model.php:2829
[10-Mar-2014 14:24:24] PHP  26. Illuminate\Database\Eloquent\Builder->has() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Builder.php:615
[10-Mar-2014 14:24:24] PHP  27. call_user_func() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Builder.php:599
[10-Mar-2014 14:24:24] PHP  28. {closure}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Builder.php:599
[10-Mar-2014 15:05:30] PHP Fatal error:  Call to undefined method Illuminate\Database\Eloquent\Collection::with() in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/controllers/PaymentsController.php on line 194
[10-Mar-2014 15:05:30] PHP Stack trace:
[10-Mar-2014 15:05:30] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[10-Mar-2014 15:05:30] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[10-Mar-2014 15:05:30] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[10-Mar-2014 15:05:30] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[10-Mar-2014 15:05:30] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[10-Mar-2014 15:05:30] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[10-Mar-2014 15:05:30] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[10-Mar-2014 15:05:30] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[10-Mar-2014 15:05:30] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[10-Mar-2014 15:05:30] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[10-Mar-2014 15:05:30] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[10-Mar-2014 15:05:30] PHP  12. Illuminate\Routing\Route->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:968
[10-Mar-2014 15:05:30] PHP  13. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 15:05:30] PHP  14. Illuminate\Routing\{closure}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 15:05:30] PHP  15. Illuminate\Routing\ControllerDispatcher->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:904
[10-Mar-2014 15:05:30] PHP  16. Illuminate\Routing\ControllerDispatcher->call() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:61
[10-Mar-2014 15:05:30] PHP  17. Illuminate\Routing\Controller->callAction() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:92
[10-Mar-2014 15:05:30] PHP  18. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:192
[10-Mar-2014 15:05:30] PHP  19. PaymentsController->statement() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:192
[11-Mar-2014 16:32:57] PHP Parse error:  syntax error, unexpected T_STRING in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/routes.php on line 28
[11-Mar-2014 16:32:57] PHP Stack trace:
[11-Mar-2014 16:32:57] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[11-Mar-2014 16:32:57] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[11-Mar-2014 16:32:57] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[11-Mar-2014 16:32:57] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[11-Mar-2014 16:32:57] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[11-Mar-2014 16:32:57] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[11-Mar-2014 16:32:57] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[11-Mar-2014 16:32:57] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[11-Mar-2014 16:32:57] PHP   9. Illuminate\Foundation\Application->boot() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:650
[11-Mar-2014 16:32:57] PHP  10. Illuminate\Foundation\Application->bootApplication() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:498
[11-Mar-2014 16:32:57] PHP  11. Illuminate\Foundation\Application->fireAppCallbacks() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:515
[11-Mar-2014 16:32:57] PHP  12. call_user_func() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:731
[11-Mar-2014 16:32:57] PHP  13. {closure}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:731
[12-Mar-2014 11:38:53] PHP Fatal error:  Class 'Date' not found in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/storage/views/46a6bf4d7b0702529fa839c0a2bb6a99 on line 33
[12-Mar-2014 11:38:53] PHP Stack trace:
[12-Mar-2014 11:38:53] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[12-Mar-2014 11:38:53] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[12-Mar-2014 11:38:53] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[12-Mar-2014 11:38:53] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[12-Mar-2014 11:38:53] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[12-Mar-2014 11:38:53] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[12-Mar-2014 11:38:53] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[12-Mar-2014 11:38:53] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[12-Mar-2014 11:38:53] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[12-Mar-2014 11:38:53] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[12-Mar-2014 11:38:53] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[12-Mar-2014 11:38:53] PHP  12. Illuminate\Routing\Router->prepareResponse() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:971
[12-Mar-2014 11:38:53] PHP  13. Symfony\Component\HttpFoundation\Response->__construct() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1342
[12-Mar-2014 11:38:53] PHP  14. Illuminate\Http\Response->setContent() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/symfony/http-foundation/Symfony/Component/HttpFoundation/Response.php:202
[12-Mar-2014 11:38:53] PHP  15. Illuminate\View\View->render() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/Response.php:70
[12-Mar-2014 11:38:53] PHP  16. Illuminate\View\View->renderContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:76
[12-Mar-2014 11:38:53] PHP  17. Illuminate\View\View->getContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:102
[12-Mar-2014 11:38:53] PHP  18. Illuminate\View\Engines\CompilerEngine->get() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:134
[12-Mar-2014 11:38:53] PHP  19. Illuminate\View\Engines\PhpEngine->evaluatePath() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:56
[12-Mar-2014 11:38:53] PHP  20. include() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/PhpEngine.php:37
[12-Mar-2014 11:38:53] PHP  21. Illuminate\View\View->render() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/storage/views/2578742284790a499e3454a53af00d5a:13
[12-Mar-2014 11:38:53] PHP  22. Illuminate\View\View->renderContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:76
[12-Mar-2014 11:38:53] PHP  23. Illuminate\View\View->getContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:102
[12-Mar-2014 11:38:53] PHP  24. Illuminate\View\Engines\CompilerEngine->get() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:134
[12-Mar-2014 11:38:53] PHP  25. Illuminate\View\Engines\PhpEngine->evaluatePath() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:56
[12-Mar-2014 11:38:53] PHP  26. include() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/PhpEngine.php:37
[12-Mar-2014 11:39:15] PHP Parse error:  syntax error, unexpected T_OBJECT_OPERATOR in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/storage/views/46a6bf4d7b0702529fa839c0a2bb6a99 on line 33
[12-Mar-2014 11:39:15] PHP Stack trace:
[12-Mar-2014 11:39:15] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[12-Mar-2014 11:39:15] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[12-Mar-2014 11:39:15] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[12-Mar-2014 11:39:15] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[12-Mar-2014 11:39:15] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[12-Mar-2014 11:39:15] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[12-Mar-2014 11:39:15] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[12-Mar-2014 11:39:15] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[12-Mar-2014 11:39:15] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[12-Mar-2014 11:39:15] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[12-Mar-2014 11:39:15] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[12-Mar-2014 11:39:15] PHP  12. Illuminate\Routing\Router->prepareResponse() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:971
[12-Mar-2014 11:39:15] PHP  13. Symfony\Component\HttpFoundation\Response->__construct() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1342
[12-Mar-2014 11:39:15] PHP  14. Illuminate\Http\Response->setContent() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/symfony/http-foundation/Symfony/Component/HttpFoundation/Response.php:202
[12-Mar-2014 11:39:15] PHP  15. Illuminate\View\View->render() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/Response.php:70
[12-Mar-2014 11:39:15] PHP  16. Illuminate\View\View->renderContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:76
[12-Mar-2014 11:39:15] PHP  17. Illuminate\View\View->getContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:102
[12-Mar-2014 11:39:15] PHP  18. Illuminate\View\Engines\CompilerEngine->get() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:134
[12-Mar-2014 11:39:15] PHP  19. Illuminate\View\Engines\PhpEngine->evaluatePath() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:56
[12-Mar-2014 11:39:15] PHP  20. include() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/PhpEngine.php:37
[12-Mar-2014 11:39:15] PHP  21. Illuminate\View\View->render() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/storage/views/2578742284790a499e3454a53af00d5a:13
[12-Mar-2014 11:39:15] PHP  22. Illuminate\View\View->renderContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:76
